CustomerID,Region,TownSize,Gender,Age,EducationYears,JobCategory,UnionMember,EmploymentLength,Retired,HHIncome,DebtToIncomeRatio,CreditDebt,OtherDebt,LoanDefault,MaritalStatus,HouseholdSize,NumberPets,NumberCats,NumberDogs,NumberBirds,HomeOwner,CarsOwned,CarOwnership,CarBrand,CarValue,CommuteTime,PoliticalPartyMem,Votes,CreditCard,CardTenure,CardItemsMonthly,CardSpendMonth,ActiveLifestyle,PhoneCoTenure,VoiceLastMonth,VoiceOverTenure,EquipmentRental,EquipmentLastMonth,EquipmentOverTenure,CallingCard,WirelessData,DataLastMonth,DataOverTenure,Multiline,VM,Pager,Internet,CallerID,CallWait,CallForward,ThreeWayCalling,EBilling,TVWatchingHours,OwnsPC,OwnsMobileDevice,OwnsGameSystem,OwnsFax,NewsSubscriber,age_generations,education_level,income_class,monthly_tele_spending_ratio,data_equip_voice_sum,credit_debt_actual,other_debt_actual,total_debt,voice_to_total_ratio,equipment_to_total_ratio,data_to_total_ratio,tv_watching_level
8266-FRTLWJ-0DV,Southwest,very_large,Female,28,11,Sales,No,1,No,15000,11.4,0.78147,0.92853,No,Married,4,3,0,0,0,1,3,Own,Domestic,7100,15,Yes,No,Visa,10,7,1380.7,Yes,65,38.4,844.9,No,0,0,Yes,No,0,0,No,No,No,No,No,No,No,No,No,21,No,No,No,No,Yes,Millennials,Less Than High School,LowerClass,0.027811979,38.4,78147,92853,171000,1,0,0,Medium
6989-FAVLSU-F2E,Southeast,medium,Female,76,13,Labor,No,38,Yes,20000,8.2,0.19516,1.44484,No,Unmarried,1,1,1,0,0,1,4,Own,Foreign,5100,31,No,No,Visa,34,9,4508.5,No,65,79.95,1681.4,No,0,0,Yes,No,0,0,Yes,No,No,No,No,No,No,No,No,20,Yes,No,Yes,No,Yes,Boomers,Some College,LowerClass,0.017733171,79.95,19516,144484,164000,1,0,0,Medium
7275-NTATAS-Q5B,Southwest,medium,Female,57,11,Service,No,23,No,75000,9.2,3.4224,3.4776,No,Unmarried,1,0,0,0,0,0,1,Own,Foreign,39900,24,No,No,Disc,25,7,1278.1,Yes,59,30.15,618.4,No,0,0,Yes,No,0,0,Yes,No,No,No,No,No,No,No,No,21,No,No,No,No,Yes,Gen X,Less Than High School,MiddleClass,0.023589703,30.15,342240,347760,690000,1,0,0,Medium
8352-CUJWGY-KS0,West,medium,Female,24,18,Service,No,0,No,35000,19.3,3.667965,3.087035,No,Married,2,1,1,0,0,1,3,Own,Foreign,13800,34,No,No,AMEX,5,8,3205.8,Yes,11,18,70.4,Yes,29.1,287.15,No,No,0,0,No,No,No,Yes,No,No,No,No,Yes,15,Yes,Yes,Yes,No,No,Gen Z,Masters,LowerMiddle,0.014692121,47.1,366796.5,308703.5,675500,0.382165605,0.617834395,0,Medium
7201-MHZOOH-HAG,Northeast,very_large,Female,77,15,Crafts,No,34,Yes,41000,16.1,3.023258,3.577742,No,Married,2,1,1,0,0,0,1,Own,Foreign,17700,21,No,Yes,Mast,38,3,596.8,No,71,100.5,2407,Yes,51.1,3597.95,Yes,Yes,46.15,3222.35,Yes,No,Yes,,Yes,No,Yes,Yes,No,17,Yes,Yes,Yes,Yes,Yes,Boomers,Some College,LowerMiddle,0.18695666,197.75,302325.8,357774.2,660100,0.508217446,0.25840708,0.233375474,Medium
7114-PVNDDF-M7E,Southeast,small,Female,69,15,Sales,No,5,Yes,14000,6.3,0.152586,0.729414,No,Married,2,5,0,0,0,0,0,NA,NA,1000,32,No,No,Mast,28,18,4067.5,No,53,29.25,480.9,No,0,0,Yes,No,0,0,Yes,Yes,No,,Yes,No,No,No,Yes,21,Yes,Yes,No,No,No,Boomers,Some College,LowerClass,0.007191149,29.25,15258.6,72941.4,88200,1,0,0,Medium
1068-MWHNDT-1WC,Southeast,small,Male,68,22,Labor,No,25,Yes,32000,6.4,0.466944,1.581056,No,Unmarried,1,0,0,0,0,0,3,Own,Domestic,16800,29,No,No,Disc,22,8,1896.4,No,41,38.85,567.5,Yes,75.4,2901.7,Yes,Yes,119.1,4748.9,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,19,Yes,Yes,Yes,Yes,No,Boomers,Professional or Doctorate,LowerMiddle,0.123048935,233.35,46694.4,158105.6,204800,0.166488108,0.323119777,0.510392115,Medium
8629-HYFVOR-FTL,West,very_small,Female,61,8,Sales,No,9,No,25000,6.6,1.2012,0.4488,No,Unmarried,1,1,1,0,0,1,3,Lease,Foreign,19900,31,Yes,No,Othe,27,10,1853.8,Yes,54,39.9,706.1,No,0,0,Yes,No,0,0,No,No,No,No,Yes,Yes,Yes,Yes,No,15,No,No,No,No,No,Boomers,Less Than High School,LowerClass,0.021523357,39.9,120120,44880,165000,1,0,0,Medium
0804-IGMRBV-4TS,Southeast,small,Female,36,16,Labor,No,9,No,21000,5.8,0.74907,0.46893,Yes,Married,2,1,0,1,0,1,1,Own,Foreign,9400,14,No,No,Visa,2,10,1718.4,Yes,14,9.3,37.6,Yes,37.4,492.05,Yes,Yes,22.9,277.1,Yes,Yes,No,,Yes,No,Yes,Yes,Yes,20,Yes,Yes,Yes,No,No,Millennials,Bachelors,LowerClass,0.040502793,69.6,74907,46893,121800,0.13362069,0.537356322,0.329022989,Medium
6522-HZJXBL-K1X,Southwest,very_large,Female,33,15,Professional,No,3,No,35000,5.4,0.69552,1.19448,No,Unmarried,2,0,0,0,0,1,4,Own,Domestic,13500,16,No,No,Mast,15,4,985.2,No,54,62.7,1139.15,No,0,0,Yes,No,0,0,Yes,No,No,No,No,No,No,No,No,20,No,Yes,No,No,No,Millennials,Some College,LowerMiddle,0.0636419,62.7,69552,119448,189000,1,0,0,Medium
2346-XOLOPT-KCY,Midwest,very_large,Female,55,15,Crafts,No,32,No,95000,4.6,1.50765,2.86235,No,Unmarried,1,8,0,0,0,0,3,Own,Domestic,40100,27,Yes,Yes,Disc,32,15,4665.1,Yes,65,100.35,2100.55,Yes,55.25,3659.05,Yes,Yes,77.4,4934.2,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,15,Yes,No,Yes,Yes,Yes,Gen X,Some College,UpperMiddle,0.049945339,233,150765,286235,437000,0.430686695,0.237124464,0.332188841,Medium
6246-GQGGGZ-BIB,Midwest,small,Female,64,20,Sales,No,7,No,72000,9.1,3.983616,2.568384,No,Married,2,6,0,0,0,0,0,NA,NA,1000,32,No,Yes,Disc,17,5,635.1,Yes,33,22.05,283.8,No,0,0,Yes,Yes,27.15,966.4,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,16,No,No,No,No,No,Boomers,Professional or Doctorate,MiddleClass,0.077468115,49.2,398361.6,256838.4,655200,0.448170732,0,0.551829268,Medium
6310-RDCRWA-S03,Southwest,very_small,Male,35,18,Service,No,5,No,50000,8.4,0.4914,3.7086,No,Unmarried,1,0,0,0,0,0,0,NA,NA,1000,20,Yes,Yes,Visa,8,11,2243.6,Yes,30,37.8,375.95,Yes,41.65,1201.75,Yes,Yes,29.15,791.35,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,21,Yes,No,Yes,Yes,No,Millennials,Masters,LowerMiddle,0.04840435,108.6,49140,370860,420000,0.348066298,0.383517495,0.268416206,Medium
5875-LSAGSD-2V5,Southeast,small,Female,44,11,Professional,Yes,10,No,72000,2.5,0.4158,1.3842,No,Married,2,0,0,0,0,1,4,Own,Foreign,37400,25,No,Yes,Visa,26,8,2879.6,Yes,55,30.3,582.15,No,0,0,Yes,Yes,47.75,2577.75,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,14,Yes,Yes,Yes,No,Yes,Gen X,Less Than High School,MiddleClass,0.027104459,78.05,41580,138420,180000,0.388212684,0,0.611787316,Medium
0871-WPZJPL-UJP,Midwest,very_large,Male,41,15,Sales,Yes,4,No,39000,11.8,1.900626,2.701374,Yes,Unmarried,1,7,0,0,0,1,3,Own,Foreign,13400,17,No,No,Disc,17,9,3067.9,No,28,28.95,271.85,No,0,0,No,No,0,0,No,No,No,No,Yes,No,No,No,No,13,Yes,No,Yes,No,No,Millennials,Some College,LowerMiddle,0.009436422,28.95,190062.6,270137.4,460200,1,0,0,Medium
9872-RSYZHI-NQ9,West,very_large,Female,51,11,Professional,No,13,No,91000,9.8,4.396574,4.521426,No,Married,2,0,0,0,0,1,3,Own,Domestic,39200,11,Yes,Yes,Mast,4,10,5990.3,Yes,5,14.4,22.2,No,0,0,No,No,0,0,No,No,No,No,No,No,No,No,No,16,No,No,No,No,No,Gen X,Less Than High School,MiddleClass,0.002403886,14.4,439657.4,452142.6,891800,1,0,0,Medium
8909-ZPTWKD-PQL,Midwest,large,Female,59,21,Service,No,13,No,182000,3.7,3.387202,3.346798,No,Unmarried,3,2,0,2,0,1,2,Own,Domestic,84200,21,Yes,Yes,Mast,12,4,1151.6,No,29,16.05,127.7,No,0,0,Yes,Yes,51.6,1428.15,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,11,Yes,Yes,No,Yes,No,Gen X,Professional or Doctorate,UpperClass,0.058744356,67.65,338720.2,334679.8,673400,0.237250554,0,0.762749446,Low
8522-GWNYLT-SIR,Northeast,very_large,Male,50,19,Professional,No,8,No,84000,4,0.46368,2.89632,No,Unmarried,1,1,0,1,0,0,2,Own,Domestic,35700,26,Yes,Yes,Disc,10,6,1535.8,No,32,14.25,149.5,Yes,32.5,1009,No,Yes,25.4,810.85,Yes,No,Yes,Yes,No,No,No,No,Yes,18,Yes,Yes,Yes,No,Yes,Gen X,Masters,MiddleClass,0.046978773,72.15,46368,289632,336000,0.197505198,0.45045045,0.352044352,Medium
2288-MSMKUW-O3Q,Midwest,large,Male,33,18,Labor,No,4,No,29000,8.5,1.56281,0.90219,Yes,Unmarried,1,1,0,0,1,1,0,NA,NA,1000,27,No,Yes,AMEX,15,8,1001.9,Yes,34,22.2,198.75,Yes,47.2,1628.85,Yes,Yes,48.35,1578.6,Yes,Yes,Yes,,Yes,Yes,No,Yes,Yes,19,Yes,Yes,Yes,No,No,Millennials,Masters,LowerClass,0.117526699,117.75,156281,90219,246500,0.188535032,0.400849257,0.410615711,Medium
1538-IPVOSQ-KVC,Southwest,very_small,Female,31,20,Professional,No,1,No,23000,23.2,1.01384,4.32216,No,Unmarried,3,3,1,1,0,1,0,NA,NA,1000,29,No,No,Mast,4,16,3058.6,Yes,8,15.75,33.75,Yes,40.85,289.85,No,Yes,43.2,287.05,Yes,Yes,Yes,,No,Yes,Yes,Yes,Yes,22,Yes,Yes,Yes,Yes,No,Millennials,Professional or Doctorate,LowerClass,0.032629308,99.8,101384,432216,533600,0.157815631,0.409318637,0.432865731,Medium
8411-UWVCAW-3GO,Midwest,very_small,Female,59,9,Professional,No,21,No,76000,13,1.14608,8.73392,No,Unmarried,1,1,0,1,0,1,1,Own,Foreign,18400,35,No,No,Visa,38,14,4591.7,Yes,71,168.75,3883.35,No,0,0,Yes,No,0,0,Yes,No,No,No,No,No,No,No,No,25,No,No,No,No,No,Gen X,Less Than High School,MiddleClass,0.036751094,168.75,114608,873392,988000,1,0,0,High
2527-KPBDLX-OHS,Northeast,very_large,Female,67,15,Agriculture,No,34,No,388000,5.9,9.065232,13.826768,No,Married,3,0,0,0,0,1,1,Own,Foreign,88400,22,No,Yes,Disc,36,8,5694.4,No,69,62.7,1556.3,No,0,0,Yes,Yes,33.3,2323.8,No,Yes,No,No,Yes,Yes,Yes,Yes,No,17,No,No,Yes,Yes,Yes,Boomers,Some College,UpperClass,0.016858668,96,906523.2,1382676.8,2289200,0.653125,0,0.346875,Medium
1456-WRXMLK-KUA,Southeast,very_small,Male,60,21,Service,No,17,No,106000,3.4,0.796484,2.807516,No,Unmarried,1,5,1,4,0,1,2,Own,Domestic,44000,39,No,Yes,Mast,30,12,5803.3,No,57,33.15,604.55,Yes,67.15,3679.45,Yes,Yes,92.1,5146.6,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,20,Yes,Yes,Yes,Yes,Yes,Boomers,Professional or Doctorate,UpperMiddle,0.033153551,192.4,79648.4,280751.6,360400,0.172297297,0.349012474,0.478690229,Medium
8336-FKVSKN-ZRS,Southeast,large,Female,33,9,Professional,No,4,No,23000,5.6,0.698096,0.589904,No,Married,4,5,0,0,1,1,4,Lease,Foreign,15900,31,No,No,Mast,8,7,1558.5,Yes,36,22.35,256.3,No,0,0,Yes,No,0,0,No,No,No,No,No,No,No,No,No,22,No,No,Yes,No,No,Millennials,Less Than High School,LowerClass,0.014340712,22.35,69809.6,58990.4,128800,1,0,0,Medium
0022-UFDRNE-TAW,Southeast,medium,Male,28,19,Sales,Yes,0,No,42000,18.4,2.287488,5.440512,Yes,Unmarried,3,9,0,0,0,0,2,Own,Domestic,23400,29,No,Yes,Visa,5,10,2804.6,Yes,14,18.6,84.75,Yes,32.4,433.3,No,Yes,21,277.95,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,10,Yes,Yes,No,No,No,Millennials,Masters,LowerMiddle,0.02567211,72,228748.8,544051.2,772800,0.258333333,0.45,0.291666667,Low
2680-QCLJXZ-EQU,West,medium,Male,69,12,Professional,No,24,No,165000,4.9,2.9106,5.1744,No,Unmarried,1,0,0,0,0,0,2,Own,Foreign,83700,18,Yes,No,Disc,30,8,3202.1,No,68,100.2,2380.75,No,0,0,Yes,No,0,0,No,No,No,No,Yes,Yes,Yes,Yes,No,14,No,No,No,No,Yes,Boomers,Professional or Doctorate,UpperClass,0.031291965,100.2,291060,517440,808500,1,0,0,Medium
1938-JTJUST-QRR,Northeast,very_large,Female,59,19,Crafts,No,21,No,147000,3.2,1.994496,2.709504,No,Married,2,0,0,0,0,1,2,Own,Domestic,63200,19,No,No,AMEX,33,15,6739.6,No,69,92.4,2207.9,No,0,0,Yes,Yes,28.2,1841,Yes,Yes,Yes,,Yes,Yes,Yes,No,No,16,Yes,No,No,No,Yes,Gen X,Masters,UpperMiddle,0.017894237,120.6,199449.6,270950.4,470400,0.766169154,0,0.233830846,Medium
0694-OXLKRA-XTD,West,small,Male,20,15,Professional,No,0,No,18000,7.3,0.337698,0.976302,Yes,Unmarried,1,0,0,0,0,0,3,Own,Domestic,8500,28,Yes,No,Visa,2,12,2792.7,Yes,27,12.3,112.6,Yes,24.15,629.4,Yes,No,0,0,No,No,No,,No,No,No,No,Yes,18,Yes,Yes,Yes,No,No,Gen Z,Some College,LowerClass,0.013051885,36.45,33769.8,97630.2,131400,0.33744856,0.66255144,0,Medium
1567-HTQZHJ-ZZH,Southwest,very_large,Female,18,13,Sales,No,0,No,28000,6.8,1.129072,0.774928,No,Married,6,0,0,0,0,0,0,NA,NA,1000,17,No,Yes,Visa,0,4,610.5,No,11,29.85,101.4,No,0,0,Yes,Yes,64.8,658.95,No,Yes,Yes,,Yes,Yes,Yes,Yes,No,14,Yes,No,No,Yes,Yes,Gen Z,Some College,LowerClass,0.155036855,94.65,112907.2,77492.8,190400,0.315372425,0,0.684627575,Medium
9851-IOJSCQ-EIQ,Southwest,medium,Male,74,10,Professional,No,16,Yes,9000,4.4,0.17622,0.21978,No,Unmarried,1,3,0,3,0,0,2,Lease,Domestic,3400,27,No,No,Othe,32,16,3057.6,No,59,24.45,501,No,0,0,Yes,No,0,0,No,No,No,No,Yes,Yes,Yes,Yes,No,0,No,No,No,No,Yes,Boomers,Less Than High School,LowerClass,0.007996468,24.45,17622,21978,39600,1,0,0,Low
6837-HQAQES-KML,Midwest,very_large,Male,26,20,Professional,No,0,No,29000,4.5,0.486765,0.818235,No,Unmarried,1,0,0,0,0,1,6,Own,Foreign,13900,31,No,Yes,AMEX,1,12,10192.2,Yes,2,16.65,13.15,Yes,33.2,25.45,Yes,Yes,24.1,14.6,No,Yes,Yes,,Yes,No,Yes,Yes,Yes,22,Yes,Yes,No,Yes,No,Gen Z,Professional or Doctorate,LowerClass,0.007255548,73.95,48676.5,81823.5,130500,0.22515213,0.448951995,0.325895876,Medium
2522-TNGXCC-PIJ,Southwest,small,Female,32,20,Labor,No,3,No,54000,8.9,0.67284,4.13316,No,Married,2,1,0,1,0,1,3,Own,Foreign,26600,32,No,Yes,Disc,14,14,3250.3,No,48,23.4,418.8,Yes,25.25,1109.2,Yes,No,0,0,No,No,No,,No,No,No,No,Yes,16,Yes,Yes,Yes,No,No,Millennials,Professional or Doctorate,LowerMiddle,0.014967849,48.65,67284,413316,480600,0.480986639,0.519013361,0,Medium
2191-CUHTQT-YQM,Southeast,large,Female,28,18,Sales,No,2,No,25000,10.9,0.22345,2.50155,No,Married,3,2,2,0,0,1,2,Own,Foreign,13700,20,No,Yes,Disc,10,12,2546.4,No,48,34.05,516.45,Yes,45.5,2184.05,Yes,Yes,47.7,2211.3,Yes,No,Yes,,No,No,No,Yes,Yes,17,Yes,Yes,Yes,No,Yes,Millennials,Masters,LowerClass,0.04997251,127.25,22345,250155,272500,0.267583497,0.357563851,0.374852652,Medium
1800-CODOXF-AZG,Midwest,medium,Female,60,15,Professional,Yes,18,No,218000,4.8,3.829824,6.634176,No,Unmarried,1,1,1,0,0,0,2,Own,Domestic,92100,27,Yes,Yes,Disc,29,8,3540.1,Yes,62,22.8,448.5,Yes,36.2,2190.05,Yes,Yes,24,1462.55,Yes,No,No,,No,No,No,No,No,15,Yes,No,No,No,Yes,Boomers,Some College,UpperClass,0.023445665,83,382982.4,663417.6,1046400,0.274698795,0.436144578,0.289156627,Medium
3321-IJNSUK-PB4,Southwest,very_small,Male,18,12,Labor,Yes,0,No,17000,15.6,0.983892,1.668108,Yes,Unmarried,3,1,0,1,0,1,1,Own,Foreign,10300,22,Yes,No,Mast,0,7,1407.3,No,8,10.95,29.7,No,0,0,Yes,No,0,0,No,No,No,No,No,No,No,No,No,14,No,No,No,No,Yes,Gen Z,Professional or Doctorate,LowerClass,0.007780857,10.95,98389.2,166810.8,265200,1,0,0,Medium
2818-TTESFC-FE0,Midwest,very_large,Male,19,14,Labor,No,0,No,17000,0.8,0.089896,0.046104,No,Married,4,8,0,0,0,1,0,NA,NA,1000,16,Yes,Yes,Visa,1,4,795.7,No,22,35.4,247.45,No,0,0,Yes,Yes,46.35,958.45,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,12,No,No,No,Yes,No,Gen Z,Some College,LowerClass,0.102739726,81.75,8989.6,4610.4,13600,0.433027523,0,0.566972477,Medium
6311-CWVIVQ-NWL,Southwest,small,Male,32,16,Professional,No,4,No,122000,20.1,9.637146,14.884854,Yes,Unmarried,1,0,0,0,0,1,6,Own,Foreign,72200,20,No,Yes,Disc,14,12,3584.6,No,41,25.95,341.5,Yes,35.35,1370,Yes,No,0,0,No,No,No,,No,Yes,No,No,Yes,21,Yes,Yes,Yes,No,No,Millennials,Bachelors,UpperMiddle,0.017100932,61.3,963714.6,1488485.4,2452200,0.423327896,0.576672104,0,Medium
9004-UQQFLE-HQ8,Northeast,very_large,Male,31,17,Sales,No,1,No,23000,5.8,0.217442,1.116558,Yes,Married,6,2,2,0,0,1,1,Own,Domestic,15000,22,Yes,No,Mast,10,8,2594.4,Yes,45,36.6,516.55,Yes,33.15,1418.2,Yes,No,0,0,No,No,No,Yes,No,No,Yes,No,Yes,23,Yes,No,No,No,No,Millennials,Bachelors,LowerClass,0.026884829,69.75,21744.2,111655.8,133400,0.524731183,0.475268817,0,Medium
7937-BKWGKO-3WB,Southwest,small,Female,20,14,Sales,No,0,No,43000,11.2,1.459248,3.356752,No,Unmarried,4,7,0,0,0,1,2,Own,Foreign,23500,35,No,No,Mast,2,8,2383.5,No,16,14.55,82.15,No,0,0,No,No,0,0,No,No,No,No,No,No,No,No,No,9,No,Yes,Yes,No,No,Gen Z,Some College,LowerMiddle,0.006104468,14.55,145924.8,335675.2,481600,1,0,0,Low
9465-EXYIYN-Y0W,Northeast,small,Female,45,14,Sales,No,4,No,25000,14,1.946,1.554,No,Unmarried,3,7,1,0,0,0,3,Lease,Foreign,10900,24,Yes,No,Mast,26,10,2233.5,No,57,47.1,866.5,No,0,0,Yes,No,0,0,Yes,No,No,No,Yes,Yes,Yes,No,No,18,No,Yes,No,No,Yes,Gen X,Some College,LowerClass,0.021087979,47.1,194600,155400,350000,1,0,0,Medium
7013-YDRUVV-BI0,West,very_large,Male,79,10,Service,No,19,Yes,9000,10,0.3177,0.5823,No,Unmarried,1,9,1,0,0,1,2,Lease,Foreign,4800,12,No,No,Mast,39,13,2840.4,Yes,72,118.95,3064.25,No,0,0,Yes,No,0,0,Yes,No,No,,No,No,No,No,No,27,Yes,Yes,Yes,No,Yes,Post War,Less Than High School,LowerClass,0.041877905,118.95,31770,58230,90000,1,0,0,High
4363-QNUQZX-38O,Southeast,small,Male,61,21,Professional,No,12,No,58000,5.8,0.507964,2.856036,No,Married,2,0,0,0,0,1,3,Own,Domestic,27800,24,No,No,AMEX,25,9,7496.1,Yes,43,40.65,516.35,Yes,46.2,1861.6,Yes,Yes,42.4,1854.7,Yes,Yes,No,,Yes,Yes,Yes,No,Yes,15,Yes,No,Yes,No,Yes,Boomers,Professional or Doctorate,LowerMiddle,0.017242299,129.25,50796.4,285603.6,336400,0.31450677,0.357446809,0.328046422,Medium
2053-XYIODV-NZC,Midwest,very_large,Female,48,17,Crafts,No,17,No,297000,5.1,7.043355,8.103645,No,Unmarried,1,3,1,1,1,1,3,Own,Foreign,86000,18,No,Yes,Disc,30,14,3939.8,Yes,69,74.4,1717.05,No,0,0,Yes,Yes,43.55,3012.05,Yes,No,No,,Yes,Yes,Yes,Yes,No,20,Yes,No,Yes,No,Yes,Gen X,Bachelors,UpperClass,0.029938068,117.95,704335.5,810364.5,1514700,0.630775752,0,0.369224248,Medium
9032-INJQKT-7XT,Southeast,large,Female,20,13,Sales,Yes,0,No,26000,4.1,0.379496,0.686504,No,Married,2,0,0,0,0,1,3,Own,Domestic,11600,23,Yes,No,Visa,2,6,1722.6,Yes,32,29.1,338.15,Yes,26.6,822.85,No,No,0,0,No,No,No,No,No,No,No,No,No,23,Yes,Yes,Yes,No,Yes,Gen Z,Some College,LowerClass,0.032334843,55.7,37949.6,68650.4,106600,0.522441652,0.477558348,0,Medium
6563-MRELVK-DKY,Southwest,very_large,Male,26,19,Professional,No,0,No,45000,10.3,1.39977,3.23523,Yes,Unmarried,2,2,0,1,1,1,0,NA,NA,1000,22,No,Yes,AMEX,8,15,10539.5,No,27,15.3,142.95,Yes,36.55,942.2,No,No,0,0,No,Yes,No,,No,No,No,No,Yes,20,Yes,Yes,Yes,No,No,Gen Z,Masters,LowerMiddle,0.004919588,51.85,139977,323523,463500,0.295081967,0.704918033,0,Medium
2367-KGZCVL-1KS,Southwest,very_large,Male,23,16,Professional,No,1,No,22000,4.9,0.203742,0.874258,Yes,Unmarried,2,10,2,0,0,1,1,Lease,Foreign,12700,20,Yes,No,AMEX,5,6,3646.9,Yes,22,28.8,195.4,Yes,47.65,1012.05,Yes,Yes,43.55,837.3,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,19,Yes,Yes,Yes,No,No,Gen Z,Bachelors,LowerClass,0.032904659,120,20374.2,87425.8,107800,0.24,0.397083333,0.362916667,Medium
2813-JDFZXK-8PF,Northeast,very_large,Female,48,13,Sales,Yes,4,No,26000,3.3,0.469326,0.388674,No,Unmarried,1,4,0,0,4,0,4,Lease,Foreign,13500,29,Yes,No,Disc,18,13,2574.1,Yes,36,41.7,467.55,No,0,0,Yes,No,0,0,No,No,No,No,No,No,No,No,No,16,No,No,No,No,No,Gen X,Some College,LowerClass,0.016199837,41.7,46932.6,38867.4,85800,1,0,0,Medium
6385-ZZAJYG-PJY,West,large,Female,56,15,Professional,No,10,No,80000,6.1,0.37088,4.50912,No,Married,2,0,0,0,0,1,1,Own,Foreign,57700,29,No,Yes,Visa,29,13,6690.3,Yes,61,26.4,556.6,Yes,23.35,1377.75,Yes,No,0,0,No,No,No,Yes,No,No,No,No,No,18,Yes,No,Yes,No,No,Gen X,Some College,MiddleClass,0.007436139,49.75,37088,450912,488000,0.530653266,0.469346734,0,Medium
3393-NQWUZE-BLU,Midwest,medium,Male,30,14,Professional,No,2,No,71000,18.8,1.20132,12.14668,No,Married,4,0,0,0,0,1,0,NA,NA,1000,25,No,No,Disc,12,10,3184.8,Yes,65,38.1,776.55,Yes,53.55,3343.9,Yes,Yes,64.15,4092.35,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,27,Yes,Yes,Yes,Yes,Yes,Millennials,Some College,MiddleClass,0.048919869,155.8,120132,1214668,1334800,0.244544288,0.343709884,0.411745828,High
7726-ENYBND-9P5,Southwest,medium,Female,35,14,Professional,No,4,No,34000,5.3,0.163982,1.638018,No,Unmarried,1,3,0,3,0,1,1,Own,Foreign,17800,38,Yes,No,Mast,7,15,4732,Yes,9,15.6,42.65,Yes,21.8,155.8,No,No,0,0,No,No,No,,No,No,No,No,Yes,22,Yes,Yes,Yes,No,Yes,Millennials,Some College,LowerMiddle,0.007903635,37.4,16398.2,163801.8,180200,0.417112299,0.582887701,0,Medium
6482-JDGOIS-PBG,Southeast,small,Female,41,14,Service,No,13,No,65000,4.1,0.44239,2.22261,No,Married,5,0,0,0,0,1,3,Own,Domestic,28300,29,No,Yes,AMEX,11,15,4775.7,No,33,24.75,249.95,No,0,0,No,No,0,0,Yes,No,No,Yes,No,Yes,No,No,No,19,Yes,No,Yes,No,No,Millennials,Some College,MiddleClass,0.005182486,24.75,44239,222261,266500,1,0,0,Medium
1457-HBHXCK-UCV,Southeast,very_small,Male,24,18,Sales,No,0,No,19000,4.3,0.519612,0.297388,No,Unmarried,1,2,0,2,0,1,2,Own,Domestic,5200,27,Yes,Yes,AMEX,6,9,3098.1,Yes,41,36.75,466.95,Yes,63.6,2560.8,Yes,Yes,48.65,1952.25,Yes,Yes,Yes,,Yes,Yes,No,Yes,Yes,15,Yes,Yes,Yes,Yes,Yes,Gen Z,Masters,LowerClass,0.048093993,149,51961.2,29738.8,81700,0.246644295,0.426845638,0.326510067,Medium
1234-QJMHAW-ZVY,West,small,Male,49,14,Sales,No,2,No,23000,6,0.66654,0.71346,No,Married,6,2,1,1,0,1,2,Own,Domestic,13900,25,No,No,AMEX,17,13,4265,No,48,27.3,454.15,No,0,0,No,No,0,0,Yes,No,No,Yes,No,No,No,No,Yes,22,Yes,No,Yes,No,Yes,Gen X,Some College,LowerClass,0.006400938,27.3,66654,71346,138000,1,0,0,Medium
9315-LTBJBN-82Q,Midwest,small,Female,52,17,Professional,No,5,No,85000,10.3,3.423205,5.331795,No,Unmarried,1,2,2,0,0,1,2,Own,Domestic,44800,30,Yes,No,Disc,26,11,6808.9,Yes,54,35.55,634.4,No,0,0,Yes,Yes,32.05,1666,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,25,Yes,No,Yes,No,No,Gen X,Bachelors,MiddleClass,0.009928182,67.6,342320.5,533179.5,875500,0.525887574,0,0.474112426,High
5763-RNFRHC-F2U,Southwest,very_large,Female,33,13,Labor,Yes,8,No,54000,3,0.41958,1.20042,No,Unmarried,2,1,0,1,0,1,1,Own,Foreign,24400,37,Yes,Yes,Mast,7,9,1555.9,Yes,17,11.85,77.3,No,0,0,Yes,Yes,22.3,368.65,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,16,No,Yes,No,No,No,Millennials,Some College,LowerMiddle,0.021948711,34.15,41958,120042,162000,0.346998536,0,0.653001464,Medium
